Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
8/8/2011,Melbourne,8.3,14.5,5.2,0.6,5.8,S,28,WNW,S,6,19,79,57,1011.8,1010.2,7,5,10.1,14,Yes,No
9/8/2011,Melbourne,7,12.6,0.2,1.4,0.2,N,30,NW,WSW,13,9,84,80,1009.4,1005.9,7,7,8.9,11.9,No,Yes
10/8/2011,Melbourne,8.1,12.6,1.2,0,0,S,48,N,S,9,15,82,87,1008.6,1008.6,7,8,9.9,10.8,Yes,Yes
12/8/2011,Melbourne,3.5,13.3,0,2.8,5.9,N,24,NNW,E,6,9,95,55,1021.5,1020.5,8,5,5.6,12.6,No,NA
13/8/2011,Melbourne,4.5,13.8,NA,0.6,0.2,N,26,N,WNW,11,9,81,65,1024.2,1022.6,NA,NA,7,13.3,NA,NA
15/8/2011,Melbourne,8.6,15.5,0.2,0.8,0,N,78,N,N,15,24,79,72,1022.5,1019.3,8,NA,10.2,13.6,No,Yes
16/8/2011,Melbourne,10.2,21.2,2.8,1.6,6.5,N,59,N,N,31,33,67,43,1017.6,1013,7,6,13.9,19.4,Yes,No
17/8/2011,Melbourne,13.9,15.5,0,5.6,0.5,N,76,NNE,N,17,20,62,85,1005.5,1003.8,7,7,14.8,13.1,No,Yes
18/8/2011,Melbourne,8,14.1,3.6,1.6,0.2,N,30,N,N,17,19,78,67,1007.8,1007.3,8,7,10,13.9,Yes,Yes
20/8/2011,Melbourne,9.8,18.5,0,0.8,6.7,N,24,W,ESE,9,9,83,47,1031.8,1030.2,NA,NA,10.7,18.1,No,No
21/8/2011,Melbourne,6.1,21.4,0,2.2,9.6,N,30,N,WNW,22,13,73,35,1036.4,1034.4,NA,NA,9.3,20.3,No,No
22/8/2011,Melbourne,6.5,19.8,0,2.4,10.6,N,28,N,NNE,15,11,73,37,1039,1035.6,0,1,9.2,18.5,No,No
23/8/2011,Melbourne,9.1,19.9,0,2.8,10.7,N,48,N,N,20,20,59,44,1035,1030.9,0,1,12.6,18.8,No,No
24/8/2011,Melbourne,7.5,20.5,0,3,10.6,N,46,N,NNW,31,20,71,40,1029,1024.2,1,1,11.9,20.1,No,No
25/8/2011,Melbourne,11.4,21.7,0,4.6,8.1,N,63,N,WSW,52,31,58,55,1019.1,1018.3,1,7,14.2,16.1,No,No
26/8/2011,Melbourne,8,16.5,0,3.8,6.9,S,28,NW,ENE,7,7,55,42,1025.8,1023.3,7,NA,11.1,15.2,No,NA
28/8/2011,Melbourne,8,19.2,NA,3.4,9.7,N,52,N,NNW,19,26,62,38,1020.3,1015.1,NA,NA,11.6,17.5,NA,No
2/9/2011,Melbourne,8.9,21.7,0,2.4,10.3,N,54,NE,N,15,31,78,34,1027.3,1023.5,1,0,10.3,20.8,No,No
3/9/2011,Melbourne,10.3,22.1,0,7,9.1,N,85,N,NNE,56,46,44,37,1022.9,1018.3,NA,NA,16.1,21.3,No,No
4/9/2011,Melbourne,16.1,21.5,0,7.8,2.4,N,76,N,SSW,43,20,47,71,1018.3,1018.9,NA,NA,18.3,17.1,No,No
5/9/2011,Melbourne,8.8,22.3,0,2,9.6,N,46,N,N,9,20,66,31,1023.3,1017.3,3,5,12.2,21.3,No,No
6/9/2011,Melbourne,12.1,16.7,0,5.2,4.2,W,74,NW,W,30,37,51,45,1010.4,1012.5,7,5,16.2,12.8,No,No
7/9/2011,Melbourne,6.9,16.1,0,2.8,8,S,43,W,SSW,19,13,58,35,1020.3,1019.8,3,3,10.5,15.2,No,No
11/9/2011,Melbourne,8.4,16,0.6,1,7.7,S,59,SW,S,30,37,81,48,1016.4,1018.4,NA,NA,10.6,14.4,No,No
13/9/2011,Melbourne,10.8,19.2,0,3,7.1,N,57,NNW,N,24,39,52,36,1024,1018.5,7,NA,13.3,19.1,No,No
14/9/2011,Melbourne,11.6,18.5,0.2,6.2,6.9,N,50,WNW,WSW,13,28,63,NA,1019.4,NA,7,NA,13.8,NA,No,No
16/9/2011,Melbourne,9.7,22.3,0,3.6,8.1,N,67,N,SW,46,28,47,44,1013.7,1013.7,7,NA,14.8,20,No,No
17/9/2011,Melbourne,8.1,25.4,0,3.8,8.8,N,74,N,N,35,52,59,34,1013.4,1005.2,NA,NA,16,24.5,No,No
18/9/2011,Melbourne,12.4,20.4,0,6.8,6.8,S,31,SSW,SSE,9,15,79,48,1017.5,1016.6,NA,NA,14,19,No,No
19/9/2011,Melbourne,9.5,28.3,0.2,3.4,9.7,N,89,N,NNE,46,35,38,21,1008.5,1000.5,3,NA,20.4,27.6,No,Yes
26/9/2011,Melbourne,7.1,20.9,0,6.6,9.1,N,61,N,N,46,28,43,29,1023.3,1018.3,5,7,14.5,19.6,No,No
29/9/2011,Melbourne,11.7,16.3,46.8,7.6,1,W,76,WNW,W,11,46,86,61,992.9,993.4,7,7,12.1,14,Yes,Yes
2/10/2011,Melbourne,9.2,17.6,NA,0.8,10.5,S,50,S,S,17,28,65,41,1022.4,1021.6,NA,NA,12.5,16.2,NA,Yes
5/10/2011,Melbourne,11,21.9,0,5,2.1,N,52,N,N,22,28,69,39,1018.4,1014.2,7,NA,12.8,20.9,No,No
8/10/2011,Melbourne,12.7,19.9,NA,2.8,3.2,S,31,NNW,SSE,7,17,83,71,1013,1011.3,NA,NA,14.1,17.1,NA,NA
12/10/2011,Melbourne,9.4,17.4,0,4,5.8,S,30,SW,SSE,17,9,66,51,1020.3,1019.8,7,5,12.3,15.9,No,No
13/10/2011,Melbourne,7.8,21.2,0.2,2.8,10.9,N,35,W,N,2,6,68,49,1021.5,1017.6,5,7,12.2,20.2,No,No
14/10/2011,Melbourne,10.4,26.3,0,4,11.1,N,54,N,N,26,26,68,34,1015,1010.1,3,6,15.8,25,No,NA
17/10/2011,Melbourne,7.7,18.7,2.4,5.8,12.2,S,28,WSW,S,13,13,55,38,1033.7,1032.5,1,0,12.4,17.2,Yes,No
18/10/2011,Melbourne,7.5,25.1,0,4.4,12.3,N,67,N,N,15,33,66,22,1031.2,1027.7,0,0,12.9,24.6,No,No
19/10/2011,Melbourne,12.9,29.2,0,8,12.5,N,59,N,N,41,33,38,26,1026.5,1022.7,0,1,20.7,28.6,No,No
20/10/2011,Melbourne,19.7,29.2,0,12.6,5.7,N,70,N,N,52,28,32,26,1021.4,1018.7,5,7,22.8,27.9,No,Yes
26/10/2011,Melbourne,10.3,20.7,0,3.2,12.5,S,33,SSE,SSE,20,13,56,47,1022,1020.1,5,1,13.8,20.2,No,No
27/10/2011,Melbourne,11.9,25.9,0,5.6,10,N,57,N,NW,41,20,49,31,1020.4,1016.6,5,7,16.9,25.1,No,No
28/10/2011,Melbourne,16.8,26.4,0,8.8,6.2,N,80,N,N,63,30,53,46,1010.5,1006,7,8,21,25.3,No,NA
5/11/2011,Melbourne,10.1,30.6,NA,3.2,12.5,N,39,N,NNE,28,24,60,26,1015.2,1011,NA,NA,17.8,29.1,NA,NA
6/11/2011,Melbourne,17.7,26.7,NA,10,0.7,N,61,N,S,46,6,37,44,1005.6,1007.1,NA,NA,25.8,25.4,NA,No
8/11/2011,Melbourne,16.8,26.9,8.4,5.8,3.2,W,57,NE,S,13,4,91,47,1011,1009.2,8,7,18.3,26.5,Yes,No
9/11/2011,Melbourne,18.3,29.1,0.4,4.8,6,N,65,N,NNW,43,39,63,48,1007.7,1004.8,7,5,22.9,27.3,No,Yes
12/11/2011,Melbourne,14.9,24.4,NA,5,12.5,S,35,SSE,ESE,6,13,56,42,1019.6,1017.2,NA,NA,18.3,24,NA,NA
14/11/2011,Melbourne,15.9,26,4.2,3.4,9.6,W,56,WSW,W,20,24,48,34,1007.2,1008.3,3,7,19.1,25.7,Yes,No
20/11/2011,Melbourne,13.1,23.3,NA,2.4,11.9,W,57,WSW,W,20,33,63,28,1013.5,1012.9,NA,NA,15.7,22,NA,Yes
22/11/2011,Melbourne,12.9,20.2,0,4.8,5.9,S,52,W,S,15,20,57,53,1012.2,1011,7,6,16.9,19.5,No,NA
23/11/2011,Melbourne,12.2,20.4,NA,4.4,10.5,S,52,S,SSE,30,31,49,43,1021.7,1022.9,NA,NA,16.3,19.2,NA,No
24/11/2011,Melbourne,11.3,25.3,0.4,5.6,13.6,S,35,SW,S,13,20,60,47,1026.4,1022.5,1,1,14.8,22.5,No,No
26/11/2011,Melbourne,16.9,19.1,NA,5.2,0.1,W,50,WSW,W,20,28,94,81,1005.1,1002.4,NA,NA,17.6,18,NA,NA
29/11/2011,Melbourne,18.4,34.7,0,6.8,1.6,N,70,N,WNW,52,22,34,15,1005.8,1003.7,7,7,27.7,33.9,No,Yes
3/12/2011,Melbourne,13.1,20.2,0,5.8,6,S,43,SW,SSW,9,20,70,51,1020.5,1019,NA,NA,15.2,17.9,No,No
7/12/2011,Melbourne,12.9,29.3,0,6.4,13.3,N,41,N,NE,30,13,46,23,1014,1010.1,2,6,19.8,28,No,No
10/12/2011,Melbourne,19,29,NA,11,5.6,N,59,N,N,39,22,50,38,1006.5,1003.4,NA,NA,24.2,27.2,NA,NA
15/12/2011,Melbourne,12.7,23.3,0,5.2,12.3,S,41,SSW,S,11,19,62,51,1018.5,1016.9,3,6,16.4,21.8,No,No
20/12/2011,Melbourne,15.5,22.4,0,5.2,6.9,S,39,SW,S,20,26,68,54,1016.7,1017.2,7,7,17.8,21.7,No,No
23/12/2011,Melbourne,17.7,30.9,0,6,9.8,N,41,N,S,22,9,62,41,1012.7,1009.8,7,4,22.4,30.6,No,NA
24/12/2011,Melbourne,18.2,27.1,NA,7,8.8,S,31,E,S,9,22,78,66,1011.6,1009.6,NA,NA,20.2,24.4,NA,NA
26/12/2011,Melbourne,17.5,20.7,NA,12.8,4.1,S,44,S,S,24,22,76,69,1007.5,1009.3,NA,NA,18.3,17.7,NA,NA
31/12/2011,Melbourne,16.4,35.6,0,7.4,13.7,N,65,N,WNW,48,11,42,17,1017.3,1013.9,NA,NA,24.2,34,No,No
2/1/2012,Melbourne,20.1,40,0,5.8,12.7,N,61,N,N,41,35,31,16,1012.2,1009.6,NA,NA,29.1,38.2,No,No
3/1/2012,Melbourne,23.5,29.8,0,16.2,5.4,W,41,ENE,S,9,19,59,50,1012,1011.1,7,7,26.4,26.4,No,Yes
7/1/2012,Melbourne,14.8,29.9,0,9,5.9,N,69,N,NNE,54,30,41,21,1008.8,1005.1,NA,NA,22.2,29.9,No,NA
8/1/2012,Melbourne,19.5,29.8,NA,6.8,6.5,N,61,NNW,W,22,39,83,48,1000.6,999.6,NA,NA,21.9,27,NA,Yes
13/1/2012,Melbourne,13.3,20.9,0.6,4.8,5.1,S,50,SW,S,20,30,69,47,1019.5,1019.1,8,7,15.4,19.4,No,NA
14/1/2012,Melbourne,13.8,19.9,NA,5.6,3.3,S,46,SSW,SSE,17,26,62,53,1020.4,1019.7,NA,NA,15.4,19.1,NA,NA
16/1/2012,Melbourne,14.6,33.6,0.8,6.6,13.6,N,74,N,N,52,39,47,24,1018,1014.9,0,1,23.7,31.3,No,No
17/1/2012,Melbourne,23.7,34.3,0,18.4,11.4,N,76,N,N,56,43,41,26,1016.7,1013,4,7,26.1,32.8,No,No
18/1/2012,Melbourne,22.4,24.6,0,15.8,10.6,N,61,WNW,SSE,11,20,71,56,1014,1015.4,NA,NA,22.7,24.1,No,No
19/1/2012,Melbourne,15.6,24,0,7,12.3,S,41,SE,SSE,15,19,59,52,1019.6,1018.2,7,1,18.6,23.1,No,No
21/1/2012,Melbourne,17.4,28.2,0,2.6,5,S,48,SSE,S,24,28,77,64,1017.1,1015.5,NA,NA,19.9,24.6,No,No
23/1/2012,Melbourne,18.6,33.5,0,11.4,13.3,N,56,N,E,35,17,40,28,1020.2,1016.4,0,1,24.1,33.4,No,No
24/1/2012,Melbourne,20.4,35,0,12.8,13.3,N,67,N,SSE,44,24,38,22,1016,1012.5,0,3,24.4,33.7,No,No
25/1/2012,Melbourne,20.3,25,0,11.6,7.3,S,39,S,SSW,17,17,77,60,1015.2,1014,8,2,20.8,23.8,No,No
26/1/2012,Melbourne,16.1,24.5,0,4.4,12.4,S,50,S,S,13,31,67,55,1018.5,1016.9,NA,NA,18.9,23.7,No,NA
29/1/2012,Melbourne,20.5,34.9,NA,9.4,9.2,N,59,NE,NNE,9,15,68,33,1007.1,1000.9,NA,NA,24.6,34,NA,Yes
4/2/2012,Melbourne,16.3,32.9,NA,7.4,9.6,N,44,NNE,NNW,20,24,65,23,1003.8,999.8,NA,NA,20.7,31.7,NA,NA
5/2/2012,Melbourne,20.7,32.1,NA,13.2,3.9,N,98,N,WSW,44,50,32,34,994.2,991.8,NA,NA,26.9,30.1,NA,Yes
7/2/2012,Melbourne,14.5,22,0,6,3.8,S,43,WSW,SSE,19,30,63,43,1010.9,1011.4,5,6,16.4,20.7,No,No
8/2/2012,Melbourne,13.7,22.2,0,5.6,11.1,S,48,SW,SSE,9,30,51,45,1014.8,1014.4,5,5,17.4,21.1,No,No
10/2/2012,Melbourne,15.5,26.9,0,6.2,7,S,52,SW,S,11,30,71,52,1011.4,1010,5,6,20.5,24.5,No,NA
11/2/2012,Melbourne,15.6,21.9,NA,8.6,5.6,S,41,S,S,15,24,75,71,1013.7,1013.4,NA,NA,18.5,19.6,NA,NA
15/2/2012,Melbourne,17.4,34,0,8.4,7.8,N,61,N,NNW,44,30,57,22,1016.3,1013,4,6,23.3,33.1,No,No
16/2/2012,Melbourne,21.9,27.4,0,13.4,4.8,N,46,N,SSE,30,30,63,61,1013.8,1012,7,6,22.9,24.3,No,Yes
17/2/2012,Melbourne,18.4,23.9,9.4,4.8,2.5,S,30,S,S,17,17,83,61,1017.3,1016,8,6,19,22.5,Yes,NA
19/2/2012,Melbourne,16.9,30,NA,4,6.4,N,35,SSW,E,4,9,80,48,1014.5,1012.1,NA,NA,20.1,28.3,NA,No
20/2/2012,Melbourne,19.5,23.9,0,4.6,1,S,35,SSE,S,19,15,72,65,1014.8,1014.4,7,7,20.7,22.3,No,No
21/2/2012,Melbourne,17.8,24.4,0,4,6.6,S,39,SW,SSW,15,13,67,53,1015.5,1014.2,7,7,19.5,23,No,No
24/2/2012,Melbourne,15,37.1,0,6.6,12.3,N,39,NE,WNW,7,15,69,17,1020.6,1017.4,1,1,19.1,35.8,No,NA
25/2/2012,Melbourne,18.8,37.1,NA,14.2,12.7,N,61,N,N,44,28,33,19,1017.6,1015,NA,NA,27.9,35.3,NA,NA
27/2/2012,Melbourne,21.6,25.1,10,11.4,0,N,81,N,S,31,17,91,88,1011.6,1011.9,8,7,22,22.9,Yes,Yes
3/3/2012,Melbourne,16.1,18.9,NA,6.2,0,E,35,SE,E,15,13,74,93,1014.4,1010.7,NA,NA,16.1,16.4,NA,NA
6/3/2012,Melbourne,15.5,22.3,0,4.8,6.6,S,44,SW,S,20,28,67,51,1022.3,1022.5,7,7,16.3,20.8,No,No
11/3/2012,Melbourne,12.7,21.8,0,4.6,10.2,S,33,NW,SSE,6,22,60,43,1019,1019.1,NA,NA,15.8,20.4,No,No
13/3/2012,Melbourne,13.5,29.9,0,4.8,9.5,N,37,N,N,20,19,74,27,1017.9,1014.6,3,6,17,28.8,No,No
14/3/2012,Melbourne,16.8,31.6,0,7.4,8.7,N,69,N,N,28,30,60,37,1014.3,1011,6,7,21.7,30.3,No,Yes
15/3/2012,Melbourne,21.2,27.2,1.8,8.6,2.4,N,65,N,N,26,28,74,69,1010.1,1007.8,7,7,22.1,24.6,Yes,Yes
16/3/2012,Melbourne,18,23.4,11.2,3,2.4,N,59,WSW,WNW,2,15,75,54,1008.3,1009.5,7,7,19.7,22.3,Yes,NA
20/3/2012,Melbourne,15.8,27.6,0,6.8,11.1,N,69,N,N,31,39,58,43,1015.5,1009.6,2,3,19.5,26.5,No,No
21/3/2012,Melbourne,17.9,21.1,0,8.4,5.1,N,74,SW,SW,28,31,68,68,1004.8,1008.2,7,5,18.1,16.8,No,Yes
24/3/2012,Melbourne,12.2,18.2,NA,4.6,2.4,W,39,W,SSW,19,17,76,54,1014.1,1016.8,NA,NA,13.6,17.2,NA,NA
30/3/2012,Melbourne,14.2,28.2,0,3.6,10.6,N,50,NNE,N,13,30,82,36,1017.1,1013.4,0,3,16.1,27.3,No,No
2/4/2012,Melbourne,10.9,25.5,0,2.6,9.7,N,63,N,N,17,33,70,36,1016.3,1011.4,2,NA,15.4,24.7,No,No
3/4/2012,Melbourne,15.3,26,0.4,5.4,8.3,N,61,N,SE,28,24,46,46,1012.9,1012.9,6,5,22.9,24.7,No,No
4/4/2012,Melbourne,13.5,26.3,0,3,10.3,S,24,NW,SSW,4,6,66,49,1017.3,1014.1,0,2,17.3,24.7,No,No
5/4/2012,Melbourne,13.7,27.4,0,3.4,10.6,N,28,N,SE,7,11,75,48,1019.9,1016.3,0,0,17,27.1,No,No
6/4/2012,Melbourne,16,28.5,0,4.8,8,N,74,N,N,33,44,60,44,1014.2,1009,NA,NA,22.6,27.7,No,NA
12/4/2012,Melbourne,8.2,23.2,0,2.8,10.7,N,22,N,E,15,7,76,37,1033.7,1030.3,0,NA,11.9,22.2,No,No
13/4/2012,Melbourne,10.2,25.4,0,3.4,10.6,N,35,N,N,26,24,67,32,1030.9,1026.2,0,NA,13.5,24,No,No
14/4/2012,Melbourne,12.5,24.8,0,6.2,9.6,N,57,N,N,28,31,47,27,1025.4,1020.9,NA,NA,16.9,24.3,No,No
15/4/2012,Melbourne,16.9,27.2,0,6.6,10.1,N,54,N,NNE,39,30,48,25,1022.4,1019.3,NA,NA,19.6,26.5,No,No
19/4/2012,Melbourne,15.3,24.2,0,2,2,N,30,W,N,7,17,72,57,1017.9,1014.3,7,7,18.7,23.9,No,Yes
21/4/2012,Melbourne,13.4,23.8,NA,2.6,5.6,E,26,NNE,E,6,13,94,58,1016.3,1011.8,NA,NA,13.9,23.4,NA,NA
22/4/2012,Melbourne,13.6,23.3,NA,2.4,6.3,N,56,N,NNW,28,22,80,52,1007.8,1003.9,NA,NA,17.4,22.8,NA,Yes
23/4/2012,Melbourne,14.5,19.2,1.4,4.2,6.1,W,72,N,WSW,26,33,62,72,1008,1007.4,7,7,16.8,14.5,Yes,Yes
28/4/2012,Melbourne,9.3,21.6,NA,2.4,9.3,W,48,NNW,WSW,17,35,71,43,1021.5,1017.8,NA,NA,13.6,20.6,NA,NA
30/4/2012,Melbourne,6.2,18.3,1.6,2.6,5,N,52,N,N,13,28,77,47,1024.8,1021.2,7,7,8.2,17.8,Yes,No
1/5/2012,Melbourne,8.2,22.6,0,2.8,3.5,N,61,N,N,39,37,55,42,1021,1017.2,7,6,16.7,21.8,No,Yes
2/5/2012,Melbourne,11.8,15.2,19.8,5,1.5,S,50,WSW,SSW,20,28,91,55,1024.2,1023.9,8,6,12.1,15.2,Yes,Yes
4/5/2012,Melbourne,10.8,17.1,3,1.4,5.5,W,48,W,WSW,22,19,68,51,1021,1019.7,3,7,13,15.6,Yes,NA
7/5/2012,Melbourne,10.7,15.4,1.6,1.8,1,N,69,N,N,31,39,63,57,1017.5,1013.2,7,7,12.4,15.1,Yes,No
8/5/2012,Melbourne,12.4,20.7,0.2,4,10,N,72,N,N,46,35,55,42,1014.6,1012.1,3,1,14.4,20.2,No,No
9/5/2012,Melbourne,14.4,22.3,0,7.4,5.2,N,63,N,N,39,37,43,41,1014.8,1013.9,5,5,17.9,21.1,No,No
10/5/2012,Melbourne,10.7,20.6,0,4.4,9.8,N,31,NNW,S,11,6,75,31,1022.6,1018.2,1,1,12.1,20.2,No,No
12/5/2012,Melbourne,8.8,16.8,NA,2.2,8.7,W,54,W,WSW,24,35,66,45,1020.1,1017.2,NA,NA,10.9,14.9,NA,NA
14/5/2012,Melbourne,10.4,17.4,11,2.4,3.6,S,41,SSE,SSE,11,24,88,65,1026.5,1026.4,7,7,12,16.2,Yes,Yes
16/5/2012,Melbourne,11.9,17.8,0.2,0.2,2.3,N,20,W,ESE,11,7,85,46,1026.8,1023.8,7,7,12.7,16.1,No,No
18/5/2012,Melbourne,10.3,17,0,3.6,2.7,N,59,N,N,37,31,60,49,1022.5,1019.6,7,6,12.6,16.6,No,NA
20/5/2012,Melbourne,8.5,16.5,NA,0.8,6.8,N,26,NW,E,11,9,74,42,1027.6,1024.8,NA,NA,8.8,15.6,NA,Yes
21/5/2012,Melbourne,4.6,17,1.6,1.2,9,N,54,N,NW,30,28,68,43,1023.7,1020.3,0,5,9.4,16.2,Yes,No
22/5/2012,Melbourne,9.4,18.3,0,3.6,2.5,N,61,N,NNW,35,31,58,43,1020.1,1016.1,NA,NA,11.6,17.7,No,No
23/5/2012,Melbourne,11.4,20.5,0,4,8.5,N,70,N,N,31,52,54,28,1015.7,1010.3,5,2,12.5,20.2,No,No
24/5/2012,Melbourne,10.9,15.7,0,6,2.4,N,35,WSW,SSE,9,15,53,65,1016.1,1014.5,3,7,11.8,14.7,No,Yes
26/5/2012,Melbourne,8.5,16.1,NA,2.4,3.2,S,43,WNW,WSW,19,20,83,87,1013.7,1014.4,NA,NA,10.9,13.3,NA,NA
29/5/2012,Melbourne,10.1,14.8,0,1.4,0,W,20,NNW,NNW,9,9,68,64,1033.6,1033.2,7,6,12,14.1,No,No
31/5/2012,Melbourne,5.7,17.5,0,0.6,9.6,N,43,N,NNE,13,22,87,50,1032.6,1029.5,0,1,7.7,17.1,No,No
1/6/2012,Melbourne,6.2,17.7,0,2.2,6.6,N,30,NNW,SSE,11,11,87,48,1030.1,1026.8,6,4,7.3,16.4,No,NA
6/6/2012,Melbourne,8.9,15.3,0,0.8,4.4,S,37,SW,S,9,22,71,59,1024.6,1024.1,7,7,10.5,12.6,No,No
11/6/2012,Melbourne,4.2,11.6,NA,1,9,N,26,N,SE,13,7,99,71,1026.8,1023.3,NA,NA,5.7,11.3,NA,Yes
12/6/2012,Melbourne,3.4,16.5,10,1.6,7.7,N,33,N,N,24,19,86,48,1023.2,1019.4,2,NA,5.2,16.2,Yes,No
13/6/2012,Melbourne,5.2,16.6,0,1.4,2.6,N,54,N,N,24,24,72,53,1020.4,1017.7,7,7,9.1,16.5,No,No
14/6/2012,Melbourne,8.9,15.4,0,1.6,0.3,N,65,N,NNE,37,35,61,65,1013.2,1009.4,7,7,13.6,14.8,No,No
15/6/2012,Melbourne,11.3,16.6,0.4,1.6,6.6,N,44,N,NW,19,19,68,45,1012,1010.6,7,5,12,15.7,No,NA
16/6/2012,Melbourne,8.7,14.8,NA,3.2,4.4,N,48,N,NNW,35,19,67,57,1014.5,1012.1,NA,NA,10.1,14.4,NA,NA
18/6/2012,Melbourne,9.3,15.6,4,0.6,2.2,W,39,NNW,NW,13,11,83,59,1023,1020.7,7,7,11.5,15.1,Yes,No
20/6/2012,Melbourne,4.7,13.6,0,2,3.2,N,83,N,N,30,46,56,56,1018.3,1010.4,6,7,9,11.7,No,Yes
21/6/2012,Melbourne,8.7,10.5,8.2,2.8,0,N,56,N,N,24,28,89,86,1008,1002.3,8,8,9.6,9.6,Yes,Yes
22/6/2012,Melbourne,8.4,12.5,22.4,0.4,1,S,48,WSW,S,15,13,84,86,1004.8,1010.4,8,6,10.2,9.5,Yes,NA
27/6/2012,Melbourne,4.4,14.3,0,2.8,5.4,N,33,WNW,E,7,11,74,59,1031.1,1026.8,7,5,6.2,12.4,No,No
28/6/2012,Melbourne,6.1,14.3,0,0.8,4.5,N,61,N,N,28,30,67,63,1021.5,1015.6,3,7,10.7,13.2,No,No
29/6/2012,Melbourne,10.7,14,0,2.2,4.1,N,61,N,N,43,33,66,67,1007.4,1004.1,7,7,12.4,12.7,No,No
30/6/2012,Melbourne,7.8,12.6,0,1.8,6.6,N,52,N,NW,26,22,75,53,1008.4,1008.4,NA,NA,8.5,12.3,No,NA
4/7/2012,Melbourne,8.7,14,2.6,0.8,3.2,S,31,SW,S,11,20,81,73,1030.2,1030.6,5,6,9.3,12.6,Yes,No
6/7/2012,Melbourne,5.7,12.1,0,0.4,0.3,N,24,NNW,NA,7,0,88,54,1036.3,1033.4,7,7,7,12,No,No
7/7/2012,Melbourne,2.3,14.5,0,0.6,8.5,N,35,N,NNE,24,13,82,39,1033,1030.1,NA,NA,4.6,13.4,No,No
8/7/2012,Melbourne,3.2,15.3,0,1.8,3.6,N,48,NNE,NNE,17,30,72,39,1029.8,1026.3,NA,NA,5.4,15.2,No,NA
9/7/2012,Melbourne,5.4,16.5,NA,2.2,1.4,N,63,N,N,35,28,72,48,1025.3,1021.9,NA,NA,10.7,15.8,NA,No
10/7/2012,Melbourne,10.3,14.3,0.4,1.8,0,N,54,NE,NNE,7,19,74,69,1017.5,1010.8,8,NA,12.2,13.9,No,Yes
12/7/2012,Melbourne,11.7,14,NA,2.8,0.1,N,59,N,NE,35,13,78,72,1011.8,1007.6,NA,NA,12.1,13.3,NA,Yes
16/7/2012,Melbourne,8.8,17.2,3.4,2.2,5.1,N,56,N,NNW,24,28,81,59,1024.8,1022.8,6,7,11.4,16.5,Yes,No
17/7/2012,Melbourne,11.3,16.6,0,2.2,7.6,N,65,N,NNW,28,33,65,43,1021.5,1017.8,2,7,12.8,16,No,Yes
23/7/2012,Melbourne,4,16.5,0,1.6,6.1,N,26,N,NW,9,9,91,56,1031.4,1027.7,2,7,5.6,14.7,No,No
25/7/2012,Melbourne,8.1,15.9,0,2,0.7,N,48,N,N,31,26,68,53,1017.6,1013.2,7,7,11.3,14.4,No,Yes
26/7/2012,Melbourne,9.3,13.3,5,2.2,7,N,59,N,N,39,43,77,67,1007.8,1006.5,3,6,9.9,12.2,Yes,Yes
30/7/2012,Melbourne,7.3,15.8,21.4,1.6,4.3,S,41,WSW,S,11,24,74,60,1031.1,1030,7,6,11.2,14.3,Yes,No
1/8/2012,Melbourne,3.7,14.2,0,1.4,7.8,N,22,NA,E,0,9,90,59,1026.9,1023.7,4,4,4.8,13.1,No,No
2/8/2012,Melbourne,3.1,12.5,0,1.2,2.5,N,54,N,N,19,30,81,58,1021.7,1017.6,7,7,6.5,12,No,No
3/8/2012,Melbourne,6.5,16.2,0.4,1.8,9.1,N,50,N,WNW,31,6,60,46,1015.6,1013.1,3,6,10,15,No,NA
4/8/2012,Melbourne,10,16.7,NA,2.6,7.3,N,41,W,N,13,13,76,36,1015.6,1013.4,NA,NA,10.5,15.7,NA,NA
5/8/2012,Melbourne,10,17.2,NA,3.2,6,W,70,N,WNW,20,35,72,44,1008.6,1005.7,NA,NA,10.9,16.2,NA,Yes
7/8/2012,Melbourne,6.3,16,0,2.6,9.9,N,72,N,N,22,37,67,41,1022.9,1019.4,2,5,9.3,15.5,No,No
8/8/2012,Melbourne,9.3,10.8,0.2,5.4,0.1,N,89,N,N,56,37,52,80,1014.5,1012.8,7,7,10.6,9.2,No,Yes
12/8/2012,Melbourne,9.7,15.8,NA,1.2,3,S,31,SSW,S,9,20,85,63,1030.5,1028,NA,NA,11,14,NA,Yes
13/8/2012,Melbourne,5.5,16.6,3.6,2.6,7.6,N,44,NW,N,7,31,91,51,1026.3,1021.8,0,7,7,15,Yes,No
14/8/2012,Melbourne,7,14.6,0,2,0.1,N,61,N,NNW,31,20,51,53,1016.6,1013.8,7,7,12.2,14.2,No,Yes
17/8/2012,Melbourne,8.6,11.4,3.6,3,1.3,N,54,N,S,30,9,67,79,998.2,998.9,7,7,9.2,9.1,Yes,NA
19/8/2012,Melbourne,9.1,13.8,NA,0,0.3,N,30,WSW,W,15,9,60,51,1023.3,1021.4,NA,NA,10.2,13.5,NA,Yes
20/8/2012,Melbourne,8.4,14,7.8,2.4,5.7,N,56,N,N,33,35,71,58,1022.1,1019,7,7,10,12.6,Yes,No
